
 LIST ALL SELECTED NODES.   DSYS=      0

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE 2019 R3          19.5     ***
 ANSYS Academic Research                           
 00208316  VERSION=WINDOWS x64   16:50:34  JUN 03, 2020 CP=      0.500

 Modal Analysis--Modal (D5)                                                    



   NODE        X                   Y                   Z
      386   0.340000000000E-002    0.00000000000         0.00000000000     
      387   0.350000000000E-002    0.00000000000         0.00000000000     
      388   0.360000000000E-002    0.00000000000         0.00000000000     
      389   0.370000000000E-002    0.00000000000         0.00000000000     
      390   0.380000000000E-002    0.00000000000         0.00000000000     
      391   0.390000000000E-002    0.00000000000         0.00000000000     
      392   0.400000000000E-002    0.00000000000         0.00000000000     
      393   0.410000000000E-002    0.00000000000         0.00000000000     
      394   0.420000000000E-002    0.00000000000         0.00000000000     
      395   0.430000000000E-002    0.00000000000         0.00000000000     
      396   0.440000000000E-002    0.00000000000         0.00000000000     
      397   0.450000000000E-002    0.00000000000         0.00000000000     
      398   0.460000000000E-002    0.00000000000         0.00000000000     
      399   0.470000000000E-002    0.00000000000         0.00000000000     
      400   0.480000000000E-002    0.00000000000         0.00000000000     

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE 2019 R3          19.5     ***
 ANSYS Academic Research                           
 00208316  VERSION=WINDOWS x64   16:50:34  JUN 03, 2020 CP=      0.562

 Modal Analysis--Modal (D5)                                                    



   NODE        X                   Y                   Z
      401   0.490000000000E-002    0.00000000000         0.00000000000     
      402   0.500000000000E-002    0.00000000000         0.00000000000     
      403   0.510000000000E-002    0.00000000000         0.00000000000     
      404   0.520000000000E-002    0.00000000000         0.00000000000     
      405   0.530000000000E-002    0.00000000000         0.00000000000     
      406   0.540000000000E-002    0.00000000000         0.00000000000     
      407   0.550000000000E-002    0.00000000000         0.00000000000     
      408   0.560000000000E-002    0.00000000000         0.00000000000     
      409   0.570000000000E-002    0.00000000000         0.00000000000     
      410   0.580000000000E-002    0.00000000000         0.00000000000     
      411   0.590000000000E-002    0.00000000000         0.00000000000     
      412   0.600000000000E-002    0.00000000000         0.00000000000     
      413   0.610000000000E-002    0.00000000000         0.00000000000     
      414   0.620000000000E-002    0.00000000000         0.00000000000     
      415   0.630000000000E-002    0.00000000000         0.00000000000     
      416   0.640000000000E-002    0.00000000000         0.00000000000     
      417   0.650000000000E-002    0.00000000000         0.00000000000     
      418   0.660000000000E-002    0.00000000000         0.00000000000     
      419   0.670000000000E-002    0.00000000000         0.00000000000     
      420   0.680000000000E-002    0.00000000000         0.00000000000     
      421   0.690000000000E-002    0.00000000000         0.00000000000     
      422   0.700000000000E-002    0.00000000000         0.00000000000     
      423   0.710000000000E-002    0.00000000000         0.00000000000     
      424   0.720000000000E-002    0.00000000000         0.00000000000     
      425   0.730000000000E-002    0.00000000000         0.00000000000     
      426   0.740000000000E-002    0.00000000000         0.00000000000     
      427   0.750000000000E-002    0.00000000000         0.00000000000     
      428   0.760000000000E-002    0.00000000000         0.00000000000     
      429   0.770000000000E-002    0.00000000000         0.00000000000     
      430   0.780000000000E-002    0.00000000000         0.00000000000     
      431   0.790000000000E-002    0.00000000000         0.00000000000     
      432   0.800000000000E-002    0.00000000000         0.00000000000     
      433   0.810000000000E-002    0.00000000000         0.00000000000     
      434   0.820000000000E-002    0.00000000000         0.00000000000     
